Image,F1,Jaccard,Recall,Precision,,,
2789.png,0.708038954,0.5480342890925214,0.5496590572190928,0.9946351931330472,,,
593.png,0.9567809239940387,0.9171428571428571,0.9206500956022945,0.9958634953464323,,,
2190.png,0.8804520572134911,0.7864353312302839,0.8039342147694292,0.9730679156908665,,,
12.png,0.9753846153846154,0.9519519519519519,0.9890795631825273,0.9620637329286799,,,
580.png,0.9712609970674486,0.9441277080957811,0.971830986,0.9706916764361079,,,
2006.png,0.5983564458140729,0.4268962990106266,0.7860998650472335,0.4830016583747927,,,
1902.png,0.8809631985461154,0.7872513195290296,0.8687275985663082,0.8935483870967742,,,
2825.png,0.8851674641148326,0.7939914163090128,0.9560723514211886,0.8240534521158129,,,
730.png,0.8747404844290656,0.7773677736777368,0.9867291178766588,0.7855811062771908,,,
3010.png,0.5886864813039311,0.4171195652173913,0.48119122257053293,0.7580246913580246,,,
1616.png,0.8057142857142856,0.6746411483253588,1,0.6746411483253588,,,
1590.png,0.8585131894484412,0.7521008403361344,0.9675675675675676,0.771551724,,,
1087.png,0,0,0,0,,,
702.png,0.7752100840336136,0.6329331046312179,0.8785714285714286,0.693609023,,,
2263.png,0.9538834951456311,0.9118329466357309,0.9993642720915448,0.9123621590249564,,,
479.png,0.895368782,0.8105590062111802,0.8392282958199357,0.9595588235294118,,,
2411.png,0.7681818181818182,0.6236162361623616,0.6236162361623616,1,,,
3029.png,0,0,0,0,,,
1539.png,0.9638095238095239,0.9301470588235294,0.9768339768339769,0.9511278195488722,,,
3001.png,0,0,0,0,,,
2503.png,0.9031816626753336,0.8234560199625702,0.9276177090653549,0.88,,,
2403.png,0.8182616330114135,0.6924219910846954,0.6924219910846954,1,,,
2429.png,0.8252865578325808,0.7025428740390302,0.7033747779751333,0.9983193277310924,,,
1795.png,0.8059332509270705,0.6749482401656315,0.6995708154506438,0.9504373177842566,,,
2182.png,0.7376623376623377,0.5843621399176955,0.9806629834254144,0.5911740216486261,,,
1542.png,0.8584777107261048,0.7520463847203275,0.8445040214477212,0.8729216152019003,,,
